EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
466,29,Travel_Rarely,1171,Human Resources,11,1,Technical Degree,1,Male,39,3,1,Healthcare Representative,2,Divorced,17321,14636,2,No,18,3,1,2,23,5,4,5,12,8,6,No
467,48,Travel_Rarely,610,Sales,25,4,Other,3,Female,96,3,2,Manufacturing Director,3,Divorced,11769,4302,0,Yes,24,4,1,2,24,1,4,28,14,10,0,No
468,19,Non-Travel,1452,Sales,29,1,Technical Degree,3,Female,67,4,2,Manufacturing Director,3,Single,4980,24669,1,No,12,3,2,0,6,1,1,9,17,10,15,Yes
469,52,Non-Travel,215,Sales,6,4,Other,1,Female,58,1,1,Sales Representative,2,Divorced,8260,6966,1,Yes,15,3,4,2,37,1,1,15,12,13,6,Yes
470,40,Travel_Frequently,1040,Research & Development,6,1,Life Sciences,4,Female,44,3,2,Human Resources,4,Single,17151,15447,8,No,24,3,2,0,38,5,3,33,0,14,1,No
471,34,Travel_Rarely,436,Human Resources,13,3,Human Resources,1,Female,52,2,1,Research Director,2,Divorced,11597,22110,6,Yes,16,4,4,2,34,3,4,30,15,12,11,Yes
472,43,Travel_Rarely,980,Sales,11,2,Other,3,Female,75,4,4,Research Director,3,Divorced,2419,20426,7,Yes,19,4,3,0,13,1,2,35,7,9,10,Yes
473,25,Travel_Rarely,836,Research & Development,14,1,Human Resources,3,Male,57,2,4,Healthcare Representative,2,Divorced,12067,16162,1,No,16,3,1,0,8,0,3,4,5,13,7,No
474,46,Travel_Frequently,939,Sales,2,2,Human Resources,3,Female,55,4,2,Manager,3,Single,1059,18058,8,No,20,3,1,1,2,4,1,32,2,9,0,No
475,43,Travel_Frequently,246,Sales,8,1,Other,1,Female,39,3,2,Research Scientist,4,Married,3524,10714,2,No,16,4,1,1,37,3,2,18,15,4,2,No
476,27,Travel_Frequently,1446,Human Resources,3,1,Medical,3,Male,76,4,1,Laboratory Technician,2,Divorced,2578,12899,9,No,20,3,1,3,19,5,3,31,1,11,7,No
477,43,Travel_Frequently,542,Research & Development,23,1,Technical Degree,4,Female,33,1,2,Healthcare Representative,4,Divorced,13598,4998,1,Yes,20,3,2,1,32,0,1,22,1,14,7,Yes
478,51,Travel_Frequently,936,Human Resources,21,1,Other,2,Male,84,2,5,Research Scientist,2,Divorced,15527,26355,0,Yes,16,4,4,0,31,6,2,2,14,13,10,No
479,58,Non-Travel,1136,Human Resources,3,1,Life Sciences,4,Female,95,1,4,Laboratory Technician,2,Single,17047,2909,8,No,19,3,2,1,35,5,3,0,9,8,4,No
480,24,Travel_Rarely,1042,Sales,1,2,Human Resources,1,Female,96,2,2,Manufacturing Director,3,Married,1707,14729,7,No,20,3,3,1,25,3,2,35,0,2,7,No
481,21,Travel_Rarely,386,Human Resources,24,1,Marketing,3,Male,36,2,2,Manager,1,Single,6277,22517,3,Yes,17,4,1,1,4,3,1,27,14,5,8,Yes
482,28,Travel_Rarely,819,Research & Development,19,2,Other,1,Female,84,4,3,Healthcare Representative,3,Divorced,2780,3880,6,No,11,4,4,0,29,3,3,38,0,10,16,No
483,46,Travel_Rarely,1237,Human Resources,18,3,Technical Degree,2,Male,60,3,2,Manufacturing Director,2,Single,14811,14497,2,Yes,11,4,2,0,16,2,1,4,15,11,4,No
484,53,Travel_Rarely,579,Human Resources,17,4,Human Resources,1,Female,48,3,5,Research Scientist,1,Divorced,19797,20944,2,No,24,4,4,3,5,4,4,12,17,10,1,No
485,42,Travel_Rarely,121,Human Resources,20,1,Medical,3,Female,57,1,4,Healthcare Representative,1,Divorced,14145,9527,3,No,14,3,2,1,14,1,4,10,4,11,14,No
486,38,Travel_Rarely,1472,Sales,29,4,Life Sciences,2,Male,57,4,3,Healthcare Representative,4,Single,15662,7696,1,Yes,22,4,4,1,0,2,2,21,4,6,7,Yes
487,53,Travel_Rarely,782,Research & Development,24,2,Medical,2,Female,48,3,1,Sales Representative,2,Divorced,19545,5072,9,Yes,12,4,4,0,12,4,4,22,9,4,7,Yes
488,27,Non-Travel,1005,Sales,13,3,Marketing,3,Female,49,2,1,Sales Executive,3,Divorced,12731,14018,3,No,13,3,1,3,33,5,1,11,11,11,0,No
489,54,Travel_Rarely,419,Sales,3,3,Other,3,Male,42,2,4,Manufacturing Director,1,Married,9800,6476,9,Yes,22,4,2,3,29,1,2,20,9,7,13,Yes
490,26,Non-Travel,225,Sales,1,3,Human Resources,3,Female,72,4,1,Healthcare Representative,1,Single,17692,13067,2,No,17,4,3,0,18,6,3,18,1,9,10,No
491,41,Travel_Frequently,376,Sales,4,4,Other,1,Male,40,1,5,Research Director,3,Single,6439,6489,7,Yes,24,3,4,1,1,2,1,4,0,5,6,Yes
492,52,Travel_Rarely,1327,Sales,25,2,Technical Degree,4,Female,77,4,2,Research Director,3,Divorced,5307,22875,1,No,17,4,3,3,11,2,3,23,15,11,14,No
493,52,Travel_Frequently,293,Research & Development,13,1,Other,1,Male,44,1,4,Sales Executive,1,Divorced,3364,18219,8,No,24,4,1,3,39,0,3,29,17,5,9,Yes
494,53,Travel_Frequently,795,Human Resources,17,1,Life Sciences,1,Female,46,4,3,Healthcare Representative,3,Single,17568,16367,2,No,22,3,3,1,23,6,3,7,6,12,3,No
495,35,Travel_Frequently,1409,Sales,28,2,Marketing,4,Male,83,2,2,Sales Executive,4,Single,6324,8855,3,Yes,13,4,4,3,10,6,3,1,3,6,0,Yes
496,56,Non-Travel,156,Sales,11,4,Medical,3,Male,79,4,1,Sales Executive,1,Single,6483,25785,9,Yes,23,4,4,1,1,2,1,33,9,7,13,No
497,49,Travel_Frequently,1426,Research & Development,2,1,Marketing,3,Female,57,3,1,Research Scientist,4,Divorced,1245,5097,9,Yes,12,3,4,3,0,3,4,22,9,11,8,No
498,41,Travel_Frequently,1286,Research & Development,25,2,Human Resources,4,Female,33,3,3,Research Scientist,2,Married,9430,13817,2,Yes,23,3,2,3,27,5,1,2,10,12,12,Yes
499,40,Travel_Frequently,118,Human Resources,16,1,Other,4,Male,51,4,5,Human Resources,4,Married,9183,21889,2,No,23,4,3,0,3,6,4,23,2,1,16,No
500,49,Travel_Rarely,1493,Research & Development,2,3,Human Resources,1,Female,68,1,3,Manufacturing Director,3,Divorced,6924,3084,7,Yes,11,4,2,3,29,2,3,17,13,6,3,Yes
501,54,Travel_Rarely,363,Human Resources,29,1,Medical,2,Male,63,1,4,Laboratory Technician,1,Divorced,17903,2552,7,Yes,19,4,4,1,6,3,4,36,12,8,4,No
502,29,Non-Travel,893,Sales,19,4,Human Resources,4,Female,73,2,3,Sales Executive,4,Divorced,14901,23944,5,Yes,20,3,4,3,21,4,3,30,9,12,16,Yes
503,30,Non-Travel,212,Sales,23,2,Technical Degree,1,Female,71,2,1,Research Scientist,3,Single,4907,3153,3,No,13,4,1,0,25,4,2,13,14,0,6,No
504,40,Travel_Rarely,1450,Human Resources,19,4,Marketing,2,Male,69,1,5,Manager,3,Divorced,1276,23857,0,Yes,19,4,1,3,28,6,3,0,7,12,9,Yes
505,42,Non-Travel,641,Research & Development,25,2,Medical,3,Male,41,4,5,Human Resources,4,Single,6101,20629,3,Yes,14,3,4,2,24,3,4,13,16,14,8,No
506,52,Travel_Rarely,746,Human Resources,16,3,Medical,3,Female,31,2,3,Healthcare Representative,1,Married,15537,20070,7,No,20,4,2,1,9,0,2,4,5,11,12,Yes
507,58,Travel_Frequently,678,Research & Development,22,2,Medical,1,Female,57,1,4,Manufacturing Director,4,Divorced,13501,24219,5,No,16,4,2,2,19,0,2,30,6,0,11,No
508,47,Travel_Frequently,1188,Sales,19,1,Life Sciences,1,Female,96,1,1,Healthcare Representative,2,Divorced,5603,19077,1,No,23,4,4,0,13,4,3,30,13,6,7,No
509,34,Non-Travel,1415,Research & Development,9,1,Marketing,4,Female,39,4,2,Human Resources,4,Single,17335,25922,2,No,17,3,3,2,32,5,1,29,7,12,4,No
510,37,Travel_Rarely,124,Human Resources,1,3,Human Resources,3,Female,86,3,5,Sales Representative,4,Single,14386,26475,6,No,20,3,2,3,4,2,4,35,11,13,6,No
511,42,Travel_Rarely,100,Human Resources,10,2,Medical,1,Male,66,1,3,Research Director,1,Single,5053,24219,3,No,24,4,4,1,5,6,2,0,17,4,14,No
512,39,Non-Travel,1010,Sales,19,3,Marketing,3,Female,93,2,4,Manufacturing Director,4,Married,7073,10689,3,No,16,4,1,2,21,6,1,2,13,0,2,No
513,30,Travel_Rarely,240,Research & Development,1,1,Medical,3,Female,69,4,4,Research Director,3,Married,17525,25178,4,Yes,11,3,4,3,16,4,3,19,0,13,5,No
514,36,Travel_Frequently,747,Research & Development,2,4,Technical Degree,4,Male,89,4,1,Manager,1,Divorced,11561,15483,7,No,16,4,2,2,14,4,3,20,3,14,5,No
515,53,Non-Travel,287,Research & Development,16,3,Technical Degree,2,Male,77,4,5,Healthcare Representative,3,Divorced,19101,17034,6,No,21,3,4,3,38,3,3,29,16,12,0,No
516,29,Non-Travel,1251,Sales,12,4,Technical Degree,4,Male,48,3,1,Sales Representative,1,Single,13748,14159,8,No,24,3,3,3,39,0,3,29,17,0,16,No
517,58,Travel_Rarely,300,Research & Development,8,4,Other,1,Female,62,3,2,Manager,2,Married,8313,26951,4,No,16,3,3,2,27,5,4,4,3,1,10,No
518,36,Non-Travel,1250,Human Resources,23,2,Medical,4,Male,73,2,2,Laboratory Technician,2,Divorced,6714,2805,0,No,15,3,2,0,1,3,2,9,5,10,1,Yes
519,29,Travel_Rarely,356,Research & Development,18,3,Other,4,Male,66,2,2,Healthcare Representative,2,Single,17783,2920,3,Yes,13,3,4,1,17,4,4,23,7,9,8,Yes
520,26,Travel_Rarely,646,Sales,2,4,Marketing,3,Male,65,4,4,Human Resources,4,Single,10526,15162,5,Yes,20,4,3,0,26,1,2,38,14,8,5,No
521,24,Travel_Rarely,293,Research & Development,25,4,Other,4,Male,50,2,5,Sales Representative,2,Married,14582,21988,5,Yes,13,3,3,2,20,2,1,5,0,11,6,Yes
522,45,Travel_Rarely,802,Research & Development,29,2,Marketing,1,Female,31,1,1,Manufacturing Director,1,Married,11815,3443,8,Yes,21,4,1,3,22,4,1,9,4,11,3,Yes
523,31,Travel_Rarely,1227,Human Resources,13,2,Marketing,2,Female,60,3,1,Sales Representative,2,Divorced,14760,9048,9,Yes,20,4,2,2,6,3,2,9,15,2,2,Yes
524,48,Non-Travel,1388,Research & Development,6,1,Marketing,4,Female,59,4,2,Healthcare Representative,1,Divorced,7255,15707,4,Yes,23,4,1,3,18,1,3,24,5,8,1,No
525,36,Travel_Frequently,901,Human Resources,21,4,Human Resources,4,Male,73,4,5,Research Scientist,3,Single,17622,19929,4,Yes,17,3,1,3,8,1,1,13,9,5,9,Yes
526,33,Travel_Frequently,1041,Human Resources,26,1,Other,2,Male,41,1,5,Manager,4,Single,4215,3210,5,No,18,4,3,0,11,4,4,38,9,12,9,No
527,22,Non-Travel,1383,Sales,6,4,Human Resources,1,Male,80,1,3,Sales Representative,3,Single,8541,18004,5,No,24,4,4,0,29,5,2,12,4,9,16,No
528,52,Non-Travel,513,Human Resources,9,1,Medical,1,Male,78,1,5,Research Director,3,Divorced,4647,12272,2,No,13,4,1,2,6,0,1,10,7,5,15,No
529,29,Travel_Frequently,1481,Human Resources,16,2,Other,4,Male,53,1,5,Manager,2,Married,10808,8212,5,No,13,3,2,1,1,1,2,38,0,6,0,No
530,42,Travel_Frequently,1198,Sales,11,3,Medical,3,Male,53,4,1,Research Director,2,Divorced,19813,23071,7,No,17,4,2,0,16,6,3,10,4,9,11,No
531,38,Travel_Frequently,1478,Human Resources,7,2,Medical,4,Female,89,3,5,Sales Representative,2,Married,4652,23694,5,No,20,3,4,3,10,2,2,15,0,10,9,No
532,53,Travel_Frequently,1009,Sales,10,1,Marketing,2,Female,40,3,5,Research Scientist,3,Divorced,15028,12340,4,Yes,22,3,2,2,11,3,1,32,6,7,0,No
533,40,Travel_Frequently,287,Research & Development,10,1,Other,2,Male,42,1,1,Manager,4,Divorced,14803,11700,2,No,17,4,1,2,2,3,2,31,14,10,15,No
534,33,Travel_Rarely,1413,Sales,25,3,Medical,2,Female,93,2,5,Human Resources,4,Married,7307,19297,0,No,21,4,4,1,20,3,1,9,13,14,10,No
535,56,Non-Travel,144,Human Resources,20,4,Technical Degree,4,Male,49,4,1,Manager,3,Divorced,2535,21164,4,No,19,3,2,2,13,6,1,14,8,2,3,No
536,59,Travel_Rarely,182,Sales,18,1,Medical,4,Male,57,3,3,Manufacturing Director,4,Divorced,15932,10581,5,Yes,24,3,2,0,14,4,1,15,7,7,2,No
537,56,Travel_Frequently,1246,Human Resources,28,1,Technical Degree,1,Female,31,1,4,Sales Representative,3,Single,16749,26116,5,Yes,16,4,1,3,9,3,4,26,7,14,12,No
538,31,Travel_Frequently,457,Research & Development,24,1,Other,3,Male,72,2,1,Laboratory Technician,3,Married,9727,23371,5,Yes,23,4,1,2,35,6,3,31,2,5,14,No
539,48,Travel_Frequently,1189,Sales,20,3,Human Resources,4,Female,37,2,1,Healthcare Representative,4,Married,18332,22009,2,No,17,4,1,2,9,3,3,5,3,5,9,No
540,22,Travel_Rarely,1035,Research & Development,29,2,Other,1,Male,42,1,5,Sales Executive,1,Single,11834,25710,3,No,21,4,1,3,16,2,2,35,16,10,5,Yes
541,52,Travel_Rarely,474,Human Resources,9,1,Human Resources,4,Male,64,4,1,Laboratory Technician,1,Married,10213,15045,2,No,20,4,4,2,24,6,2,7,5,13,10,No
542,40,Travel_Frequently,261,Human Resources,15,3,Human Resources,1,Female,52,3,2,Research Director,2,Single,16437,4570,1,Yes,11,3,4,2,26,0,1,24,1,2,0,No
543,46,Travel_Rarely,1481,Research & Development,4,1,Other,1,Male,75,2,2,Human Resources,4,Married,2403,22121,7,Yes,17,3,4,1,32,5,3,6,8,5,3,Yes
544,28,Travel_Rarely,1311,Sales,8,4,Medical,3,Male,44,3,3,Human Resources,2,Married,8506,4779,6,No,12,3,3,0,10,4,2,16,13,10,9,No
545,35,Travel_Frequently,421,Sales,9,3,Life Sciences,4,Male,31,3,1,Research Scientist,3,Married,8591,26914,7,Yes,17,3,1,2,12,4,2,29,0,12,14,No
546,29,Travel_Rarely,549,Human Resources,13,1,Medical,1,Female,90,2,5,Manufacturing Director,1,Married,13996,20360,5,No,13,3,1,0,0,3,3,1,16,7,0,No
547,26,Non-Travel,1136,Research & Development,9,3,Medical,2,Male,93,1,5,Healthcare Representative,4,Single,6060,13628,6,Yes,19,4,4,1,30,2,1,16,10,12,14,Yes
548,27,Non-Travel,283,Research & Development,26,1,Marketing,2,Male,81,2,4,Laboratory Technician,4,Single,16062,19178,0,Yes,23,3,2,0,32,1,2,3,5,6,2,Yes
549,34,Non-Travel,210,Sales,4,2,Marketing,2,Male,65,2,3,Sales Executive,4,Married,2602,3722,9,Yes,15,4,2,1,20,6,1,25,0,9,0,Yes
550,55,Non-Travel,607,Sales,17,1,Medical,3,Female,96,4,5,Manager,1,Divorced,14472,15885,4,No,17,3,1,0,15,3,3,13,15,14,5,No
551,24,Travel_Frequently,1413,Sales,16,3,Technical Degree,1,Female,98,3,4,Research Scientist,2,Single,3196,19282,3,Yes,18,3,1,0,38,6,3,7,17,9,3,No
552,30,Travel_Frequently,394,Research & Development,15,4,Human Resources,3,Female,96,1,5,Human Resources,1,Married,12091,2102,9,No,23,4,4,2,22,3,2,4,10,6,11,No
553,57,Travel_Frequently,1003,Sales,3,4,Marketing,4,Female,76,3,4,Sales Executive,2,Single,16040,15262,2,No,22,3,1,0,9,4,2,4,8,2,1,No
554,59,Non-Travel,1338,Sales,25,4,Medical,4,Female,31,2,2,Human Resources,3,Divorced,17494,9453,1,No,12,3,2,2,32,4,3,4,5,9,16,No
555,26,Non-Travel,1073,Human Resources,20,1,Life Sciences,1,Male,73,1,2,Sales Representative,3,Divorced,17016,11639,8,Yes,21,3,2,2,21,3,1,26,1,13,5,No
556,44,Travel_Rarely,731,Sales,5,2,Technical Degree,2,Female,93,1,5,Research Scientist,2,Divorced,7023,14406,7,Yes,11,3,1,0,5,4,1,4,7,2,11,Yes
557,19,Travel_Rarely,1150,Sales,23,1,Other,1,Female,57,1,3,Manager,3,Married,4867,20416,9,Yes,17,4,4,2,35,2,4,2,15,4,14,No
558,22,Non-Travel,832,Research & Development,5,4,Medical,1,Male,83,1,1,Research Director,3,Married,10569,14224,1,No,16,3,4,0,9,1,3,37,7,11,16,Yes
559,46,Non-Travel,1354,Research & Development,20,3,Medical,1,Female,96,4,3,Research Scientist,4,Divorced,8641,8172,5,Yes,16,3,2,3,15,1,2,29,7,4,0,No
560,54,Non-Travel,420,Human Resources,15,4,Human Resources,3,Male,65,1,3,Healthcare Representative,4,Single,6004,13252,2,Yes,12,3,4,2,12,6,3,0,13,8,13,No
561,55,Non-Travel,1012,Sales,18,3,Technical Degree,4,Female,92,2,1,Manager,1,Single,10963,19918,2,No,13,3,2,3,19,1,2,7,0,12,1,No
562,36,Travel_Rarely,1356,Human Resources,15,2,Marketing,1,Male,54,4,2,Laboratory Technician,1,Divorced,14796,9197,4,No,14,3,1,3,3,6,1,12,6,8,3,No
563,25,Non-Travel,536,Research & Development,2,3,Marketing,1,Male,77,2,2,Research Scientist,1,Married,9204,15677,6,No,13,3,2,2,19,3,2,19,1,9,1,Yes
564,18,Travel_Rarely,880,Human Resources,29,1,Marketing,1,Female,68,2,1,Manager,4,Single,8077,13039,6,Yes,12,3,1,1,21,5,4,5,14,4,13,No
565,39,Non-Travel,1176,Research & Development,13,1,Other,3,Female,76,3,4,Laboratory Technician,1,Single,13526,6570,9,Yes,13,3,4,1,28,3,1,7,17,11,7,No
566,34,Non-Travel,1436,Human Resources,4,1,Technical Degree,3,Male,50,1,3,Research Scientist,1,Single,4261,8706,0,No,24,4,3,3,15,3,4,29,3,13,0,No
567,24,Non-Travel,1404,Human Resources,10,3,Technical Degree,3,Male,59,1,5,Sales Executive,4,Married,18046,13655,6,Yes,16,4,3,3,22,2,3,39,17,4,15,No
568,42,Travel_Rarely,825,Sales,13,1,Marketing,1,Male,60,2,2,Research Director,2,Divorced,14397,2434,6,No,19,4,3,0,29,1,2,14,4,5,6,Yes
569,21,Travel_Rarely,130,Human Resources,10,1,Marketing,2,Male,55,1,5,Sales Executive,4,Married,4390,17139,5,Yes,14,3,2,3,29,4,1,9,15,12,5,No
570,53,Travel_Frequently,436,Sales,29,1,Human Resources,2,Male,51,4,1,Healthcare Representative,2,Single,16299,11449,5,No,16,3,3,2,2,4,2,32,12,12,9,No
571,23,Non-Travel,282,Sales,9,2,Life Sciences,2,Male,50,3,5,Manager,4,Divorced,2902,26630,1,Yes,11,4,2,1,23,0,4,8,8,7,5,No
572,48,Travel_Frequently,1146,Sales,8,3,Life Sciences,4,Male,30,1,5,Laboratory Technician,1,Married,17712,11122,2,No,22,4,4,1,36,0,1,32,4,5,9,No
573,36,Travel_Frequently,643,Sales,3,3,Medical,1,Female,66,1,3,Sales Representative,3,Divorced,10631,15603,2,No,16,4,1,1,12,6,4,8,7,13,2,No
574,56,Travel_Rarely,1197,Human Resources,16,4,Medical,2,Male,75,4,1,Research Scientist,3,Single,16562,12991,2,No,22,4,3,2,31,5,1,13,17,10,2,No
575,44,Travel_Rarely,1133,Research & Development,14,3,Technical Degree,2,Female,38,3,5,Sales Representative,2,Married,14540,26887,1,Yes,13,3,2,0,36,6,3,31,2,12,5,Yes
576,27,Travel_Frequently,759,Research & Development,9,2,Technical Degree,2,Female,46,4,2,Research Scientist,2,Divorced,4846,15859,8,Yes,19,4,4,2,11,4,3,36,5,12,16,No
577,43,Non-Travel,259,Research & Development,21,3,Other,1,Male,76,2,1,Healthcare Representative,2,Married,13359,25640,5,Yes,14,3,4,2,7,1,2,5,10,11,9,Yes
578,36,Travel_Rarely,1137,Human Resources,11,2,Other,2,Male,88,2,2,Sales Representative,3,Single,17608,17571,1,No,17,4,3,1,23,6,4,4,13,13,5,No
579,56,Non-Travel,1301,Sales,3,2,Life Sciences,2,Female,83,1,4,Laboratory Technician,2,Divorced,3520,8461,2,No,14,3,4,2,15,3,4,3,6,5,12,No
580,20,Non-Travel,511,Research & Development,5,3,Medical,1,Male,41,3,5,Manufacturing Director,4,Single,9064,22467,9,No,21,3,4,3,31,4,1,15,9,8,5,No
581,30,Travel_Frequently,1111,Human Resources,29,4,Life Sciences,4,Male,93,2,1,Sales Executive,4,Divorced,19791,7996,5,No,16,3,4,2,33,5,3,9,14,0,11,No
582,45,Travel_Frequently,152,Sales,10,1,Life Sciences,3,Female,35,4,2,Laboratory Technician,3,Single,7683,6852,3,No,24,3,2,1,34,5,2,30,5,13,13,No
583,37,Travel_Frequently,507,Research & Development,13,1,Medical,2,Female,82,2,5,Human Resources,4,Single,18194,4512,6,No,17,4,4,1,31,4,3,30,5,3,16,No
584,45,Travel_Frequently,946,Sales,4,3,Other,3,Female,45,2,3,Healthcare Representative,2,Married,4117,17446,5,No,12,3,4,2,16,0,4,13,15,9,7,No
585,25,Travel_Rarely,1145,Research & Development,24,3,Human Resources,4,Male,34,4,2,Research Director,3,Single,16604,23912,5,No,20,3,4,3,1,1,2,12,8,12,4,No
586,58,Travel_Rarely,1153,Research & Development,13,2,Human Resources,4,Male,75,1,2,Research Scientist,2,Married,13578,3263,2,No,16,4,4,3,25,4,3,3,17,9,3,No
587,56,Travel_Frequently,802,Research & Development,12,3,Human Resources,2,Female,43,3,4,Laboratory Technician,4,Single,3251,24335,7,Yes,18,4,4,1,16,3,3,25,4,11,5,No
588,18,Travel_Rarely,359,Sales,5,2,Medical,1,Male,73,1,3,Sales Representative,2,Single,14513,4747,8,No,23,4,2,3,37,3,1,23,15,1,10,Yes
589,20,Travel_Frequently,1328,Human Resources,10,4,Marketing,4,Female,92,4,4,Manufacturing Director,3,Single,5661,17416,5,Yes,23,4,4,3,1,2,1,8,6,8,4,No
590,30,Non-Travel,1182,Sales,28,3,Marketing,3,Male,81,2,3,Human Resources,2,Divorced,15103,9280,1,No,22,3,4,0,7,3,4,34,4,2,13,No
591,45,Non-Travel,875,Research & Development,24,1,Marketing,3,Female,55,3,2,Sales Representative,4,Married,7421,12974,0,Yes,16,4,1,0,5,4,3,14,10,9,9,No
592,42,Non-Travel,1135,Sales,9,1,Technical Degree,3,Male,82,1,4,Sales Executive,1,Divorced,5925,19477,2,No,12,3,4,3,8,4,1,23,17,10,10,No
593,50,Travel_Frequently,1413,Human Resources,20,3,Other,3,Female,58,4,5,Manufacturing Director,3,Married,13202,12978,2,Yes,14,4,4,3,0,3,3,30,6,1,2,No
594,55,Non-Travel,949,Sales,7,2,Other,4,Male,48,2,3,Manager,2,Single,3646,13007,7,No,11,3,2,0,4,0,2,18,17,7,7,No
595,23,Travel_Rarely,453,Human Resources,2,1,Technical Degree,2,Male,76,2,2,Manager,3,Divorced,19130,5763,4,No,17,4,4,0,38,1,3,1,2,3,4,No
596,49,Non-Travel,1198,Human Resources,22,2,Life Sciences,2,Female,37,1,1,Manager,2,Married,5309,25735,0,No,18,4,2,0,8,5,3,1,4,10,9,No
597,38,Non-Travel,972,Sales,24,3,Human Resources,3,Male,52,4,3,Healthcare Representative,1,Single,17832,14227,3,Yes,20,4,3,1,13,4,4,35,12,1,7,Yes
598,33,Non-Travel,1090,Research & Development,28,3,Marketing,2,Male,64,2,3,Laboratory Technician,4,Married,18952,15031,6,No,12,4,4,1,26,3,2,36,15,3,8,No
599,38,Travel_Rarely,1364,Human Resources,23,1,Human Resources,3,Female,82,2,5,Research Scientist,2,Married,13667,12515,4,Yes,20,3,1,0,8,5,2,33,11,6,14,No
600,28,Travel_Frequently,1117,Sales,7,3,Marketing,3,Male,87,3,3,Laboratory Technician,2,Single,8310,2232,9,Yes,15,4,2,0,35,3,1,38,6,14,0,Yes
601,54,Travel_Rarely,1277,Human Resources,8,4,Human Resources,1,Male,34,2,3,Human Resources,1,Divorced,15967,20485,5,Yes,21,3,3,0,28,4,2,18,12,13,4,No
602,53,Travel_Frequently,1219,Research & Development,7,4,Life Sciences,4,Male,45,1,5,Laboratory Technician,3,Single,10239,14544,9,Yes,18,3,1,1,19,2,4,37,0,6,14,No
603,52,Travel_Frequently,393,Sales,21,1,Human Resources,4,Female,46,4,5,Laboratory Technician,4,Divorced,8088,4028,3,Yes,21,4,2,1,14,1,1,22,14,0,3,No
604,36,Non-Travel,308,Sales,23,4,Human Resources,3,Female,61,4,4,Sales Executive,2,Married,13822,24617,1,No,18,4,3,3,35,4,3,15,11,12,9,No
605,37,Travel_Frequently,1466,Sales,29,2,Medical,4,Female,81,3,2,Research Scientist,2,Married,18448,26310,8,Yes,15,3,1,2,2,5,2,5,16,11,1,Yes
606,35,Travel_Rarely,1211,Research & Development,14,1,Human Resources,2,Female,49,4,2,Laboratory Technician,4,Married,4821,20313,1,Yes,18,3,4,3,22,3,3,25,4,11,4,No
607,58,Travel_Rarely,917,Human Resources,26,1,Medical,3,Female,95,1,4,Research Scientist,1,Divorced,2436,18022,1,Yes,24,3,1,2,8,2,1,21,16,0,5,Yes
608,31,Travel_Frequently,489,Sales,19,2,Other,1,Male,30,2,2,Research Director,3,Single,13897,11650,1,Yes,16,3,1,2,29,6,2,23,14,2,9,No
609,32,Non-Travel,424,Human Resources,5,4,Technical Degree,2,Male,87,3,3,Manager,4,Divorced,19867,26983,0,No,15,3,1,2,18,4,1,39,0,1,14,No
610,48,Non-Travel,1039,Human Resources,23,4,Human Resources,1,Female,73,4,4,Sales Representative,3,Married,8719,21724,2,No,23,4,2,3,37,1,1,20,3,2,8,No
611,18,Travel_Rarely,988,Research & Development,25,4,Other,1,Male,35,3,4,Sales Executive,1,Married,3794,20361,5,No,24,4,4,1,2,2,2,29,2,3,12,No
612,20,Non-Travel,1280,Sales,18,1,Medical,4,Male,79,3,2,Manager,1,Single,12528,4413,6,Yes,21,3,4,1,2,5,2,10,7,13,6,Yes
613,33,Travel_Frequently,767,Human Resources,20,1,Human Resources,4,Male,49,4,1,Research Scientist,4,Divorced,11082,10026,0,Yes,14,4,2,1,33,3,1,8,8,6,1,No
614,40,Travel_Frequently,732,Sales,12,4,Human Resources,3,Male,43,3,2,Manager,2,Married,14018,7418,4,Yes,15,3,1,1,1,0,4,11,11,1,15,Yes
615,28,Travel_Rarely,676,Sales,23,3,Life Sciences,4,Female,34,4,1,Laboratory Technician,1,Divorced,18481,24409,4,No,22,4,4,3,26,6,2,25,4,6,1,No
616,29,Travel_Frequently,236,Research & Development,17,4,Other,1,Female,70,1,4,Sales Representative,1,Divorced,19022,23321,0,Yes,14,3,1,0,22,6,1,37,8,14,3,No
617,27,Travel_Rarely,527,Sales,13,2,Marketing,1,Male,69,4,1,Laboratory Technician,4,Single,16584,11952,3,No,11,4,4,2,31,1,3,2,0,4,1,No
